created_at,text,Polarity,Subjectivity
Tue Apr 19 01:40:24 +0000 2016,RT @TimesLIVE: Pope met Bernie Sanders at Vatican on Saturday before leaving for Greece https://t.co/6DCG126Wug https://t.co/P2ElqvgYTA,0.0737467,0
Tue Apr 19 01:40:24 +0000 2016,Bernie sanders for hokage!!,0,0
Tue Apr 19 01:40:25 +0000 2016,Hope is https://t.co/wzvBnR6niA,0.484454,0
Tue Apr 19 01:40:25 +0000 2016,RT @Dbo2353: CNN finally saying Bernie Sanders has a chance to win the Democratic nomination. About time.,0.4,0.7
Tue Apr 19 01:40:26 +0000 2016,"Bernie Sanders Just Accused Hillary Clinton of Violating Campaign Finance Laws https://t.co/tNyj0NOIG2

@azmoderate Sounds kinda Clintonish!",-0.0907145,0
Tue Apr 19 01:40:26 +0000 2016,"@rachelehara AFTER PUBLIC ANGUISH, BRONX COUNCILMAN ENDORSES BERNIE SANDERS ON EVE OF PRIMARY!

https://t.co/pfR35RnihN",0.25,0.2833333333333333
Tue Apr 19 01:40:27 +0000 2016,Bullshit site. Google it. Not journalism. Worse. Clinton crap. https://t.co/wNQFOwOeI3,-0.6000000000000001,0.7
Tue Apr 19 01:40:27 +0000 2016,They leaned this from Bernie #ImWithHer  https://t.co/xIIqynPHSl,0.484454,0
Tue Apr 19 01:40:28 +0000 2016,"RT @docrocktex26: Elena From ""Billy on the Street"" Really Can't Stand Bernie Sanders https://t.co/1H4gldf8r1 via @Cosmopolitan",0.1,0.15000000000000002
Tue Apr 19 01:40:29 +0000 2016,RT @deanna_havas: i just don't think i can be sexually attracted to sum1 involved in bernie sanders activism,0.5,0.8333333333333334
Tue Apr 19 01:40:30 +0000 2016,"@PFF_Zoltan AFTER PUBLIC ANGUISH, BRONX COUNCILMAN ENDORSES BERNIE SANDERS ON EVE OF PRIMARY!

https://t.co/pfR35RnihN",0.25,0.2833333333333333
Tue Apr 19 01:40:31 +0000 2016,RT @michaelallenmar: Bernie Sanders Has a Lot More Delegates Than the Media Is Telling You https://t.co/mhnKBvM8eZ,0.5,0.5
Tue Apr 19 01:40:32 +0000 2016,RT @cann4ing: NEW: Powerful Veterans for Bernie Sanders Ad Will Move You https://t.co/gVExAEwfWO via @vets4bernie,0.21818181818181817,0.7272727272727273
Tue Apr 19 01:40:32 +0000 2016,RT @eelawl1966: There Is Only One Way Bernie Sanders Can Win New York Tomorrow via @thenation https://t.co/2DW1L558eN,0.31212121212121213,0.6181818181818182
Tue Apr 19 01:40:32 +0000 2016,"I liked a @YouTube video https://t.co/YO4MjfJOOo Dear Bernie Sanders, RUN AS AN INDEPENDENT - YouTube",0.3,0.4625
Tue Apr 19 01:40:33 +0000 2016,"Spike Lee's ""Wake Up"" | Bernie Sanders https://t.co/j3HhczuULp",0.448068,0
